cv_acc,cv_acc_nc,cv_acc_pc,cv_f1,data_name,hyper_params,is_normalized,model_name,param_c,param_gamma,param_linvar,prepr_name,test_acc,test_acc_nc,test_acc_pc,test_f1
0.9606153846153846,0.9432352941176472,0.9700534759358289,0.961733555901138,GTZAN,"{""hidden_neurons"": [100, 100, 100, 100, 100], ""dropout"": 0}",1,mv_nn,,,,MIRData,0.95,0.9,1.0,0.9523809523809523
0.9375384615384614,0.9206327006327006,0.9533333333333331,0.9377880184331797,GTZAN,"{""hidden_neurons"": [100, 100, 100, 100, 100], ""dropout"": 0.25}",1,mv_nn,,,,MIRData,0.925,0.85,1.0,0.9302325581395349
0.952923076923077,0.9365800865800866,0.9684848484848485,0.9535796387520528,GTZAN,"{""hidden_neurons"": [100, 100, 100, 100, 100, 100], ""dropout"": 0}",1,mv_nn,,,,MIRData,0.975,0.95,1.0,0.975609756097561
0.9132307692307693,0.9113095238095237,0.9072727272727272,0.9017543859649122,GTZAN,"{""hidden_neurons"": [100, 100, 100, 100, 100, 100], ""dropout"": 0.25}",1,mv_nn,,,,MIRData,0.975,0.95,1.0,0.975609756097561
0.992,1.0,0.9833333333333332,0.9913043478260869,GTZAN,"{""hidden_neurons"": [100, 100, 100, 100, 100], ""dropout"": 0}",1,mv_nn,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.968,0.9666666666666666,0.9692307692307693,0.9692307692307693,GTZAN,"{""hidden_neurons"": [100, 100, 100, 100, 100], ""dropout"": 0.25}",1,mv_nn,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.976923076923077,0.9846153846153847,0.96,0.9703703703703704,GTZAN,"{""hidden_neurons"": [100, 100, 100, 100, 100, 100], ""dropout"": 0}",1,mv_nn,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9843076923076923,0.9846153846153847,0.9833333333333334,0.9838969404186795,GTZAN,"{""hidden_neurons"": [100, 100, 100, 100, 100, 100], ""dropout"": 0.25}",1,mv_nn,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.975,0.9818181818181818,0.975,0.9792592592592593,columbia-train,"{""hidden_neurons"": [100, 100, 100, 100, 100], ""dropout"": 0}",1,mv_nn,,,,MIRData,0.95,0.9,1.0,0.9523809523809523
0.9833333333333334,0.9875,0.9846153846153847,0.9802352941176471,columbia-train,"{""hidden_neurons"": [100, 100, 100, 100, 100], ""dropout"": 0.25}",1,mv_nn,,,,MIRData,0.925,0.85,1.0,0.9302325581395349
0.975,0.9857142857142858,0.9714285714285715,0.9750915750915752,columbia-train,"{""hidden_neurons"": [100, 100, 100, 100, 100, 100], ""dropout"": 0}",1,mv_nn,,,,MIRData,0.9,0.8,1.0,0.9090909090909091
0.975,0.975,0.9777777777777779,0.966013071895425,columbia-train,"{""hidden_neurons"": [100, 100, 100, 100, 100, 100], ""dropout"": 0.25}",1,mv_nn,,,,MIRData,0.95,0.9,1.0,0.9523809523809523
1.0,1.0,1.0,1.0,columbia-train,"{""hidden_neurons"": [100, 100, 100, 100, 100], ""dropout"": 0}",1,mv_nn,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9833333333333332,1.0,0.9733333333333334,0.9857142857142858,columbia-train,"{""hidden_neurons"": [100, 100, 100, 100, 100], ""dropout"": 0.25}",1,mv_nn,,,,RhythmData,1.0,1.0,1.0,1.0
0.9833333333333334,1.0,0.9690476190476189,0.9838969404186795,columbia-train,"{""hidden_neurons"": [100, 100, 100, 100, 100, 100], ""dropout"": 0}",1,mv_nn,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9916666666666668,1.0,0.9818181818181818,0.9904761904761905,columbia-train,"{""hidden_neurons"": [100, 100, 100, 100, 100, 100], ""dropout"": 0.25}",1,mv_nn,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
